ObjectID,GlobalID,Target Species,Other Species,Comments,Approximate Area of Population,Evidence of Disturbance/Damage,If Other Factor Please Specify,Approximate Number of Individual Plants Present and Accessible,Percent of Population in Vegetative Growth,Percent of Population Flowering,Percent of Population with Developing Seed,Percent of Population with Mature Seed,Percent of Population Post Seed-Dispersal,Select the Most Frequently Occurring Seed Type,Other Damage:,Estimated Number of Healthy Seeds per Fruit,Estimated Number of Fruits per Stem,Estimated Number of Stems per Individual Plant,Viability Calculation Result,Estimate the Number of Individual Plants at Natural Dispersal Stage,Are You Collecting Seeds on This Trip?,Primary Key,General Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
691,e732a3a2-b850-4fe1-9b72-d0c5509999c0,HEVI4,,,0.5,No_Damage,,500,0,5,5,80,10,Healthy,,1,15,10,15000,>50,yes,20240911_44.790196458197876-107.39639024676406,,06e96cfe-285c-40ff-ab41-6bc99584d68e,########,cnhp_guest7,########,cnhp_guest7
692,75d97505-9a90-489c-a88c-ded05a299775,HEVI4,,,0.25,No_Damage,,300,5,0,0,45,50,Healthy,,1,50,20,60000,>50,no,20240912_44.16970781875063-107.22998596069456,Past dispersal on 9/12/24,9abf1d2d-a36b-4742-b882-e9e2642888bd,########,cnhp_guest7,########,cnhp_guest7
693,6b45ffa2-d709-40db-a2bf-c6b82e1a18c9,DECE,,,0.5,No_Damage,,500,0,0,0,90,10,Healthy,,1,8,5,4000,>50,yes,20240912_44.18147781971368-107.21808786087729,,51ccbfc7-aba7-4223-b118-738d235f3579,########,cnhp_guest7,########,cnhp_guest7
694,8dd1aa58-1d3e-40e1-b8db-a553aea90776,PEST2,,,0.5,Grazed_Wildlife,,100,0,5,0,5,90,Malformed/Other,Grazed,15,6,3,5400,>50,no,20240912_44.18150034453967-107.21808672622508,,d1f4c04d-4224-4a29-be93-7eefd6fed3aa,########,cnhp_guest7,########,cnhp_guest7
695,1d46b8ea-9fac-4011-8984-9daea47953b7,FEID,,,2,No_Damage,,5000,0,0,0,10,90,Healthy,,1,10,5,50000,>50,no,20240912_44.166783908693844-107.14967800852156,,e3a1d5e0-ac13-4896-8101-29e4ddf252d3,########,cnhp_guest7,########,cnhp_guest7
696,026898d2-654b-40cb-a9c0-735d334ae2c9,CHAN9,,,3,Grazed_Domestic,,3500,25,0,5,75,75,Healthy,,150,15,1,1575000,>50,yes,20240916_44.977588727554306-107.88716417574766,,ee29e226-cec8-462b-809a-34b48bda9710,########,cnhp_guest7,########,cnhp_guest7
697,445bc05d-adb9-4f86-8b52-530c70388973,CHAN9,,,0.75,Trampled,,1000,25,0,25,75,75,Healthy,,100,15,1,300000,>50,yes,20240917_44.762880251847506-107.75677439212728,,90b37e99-bc3e-4128-a4e8-a88378d4f005,########,cnhp_guest7,########,cnhp_guest7
698,ab4eb3c0-dff9-470c-9951-29189ce8279d,PEST2,,,0.15,No_Damage,,70,5,0,5,85,5,Healthy,,25,3,4,4200,>50,yes,20240917_44.74847513540263-107.69342223123381,,cb9ba5e9-189c-4235-9265-fbb0b7333378,########,cnhp_guest7,########,cnhp_guest7
699,5aad0d5d-d8c3-4a76-991f-44a37f81d299,ERSP4,,,0.25,No_Damage,,500,5,0,10,85,0,Healthy,,1,100,2,20000,>50,yes,20240917_44.86290350635978-107.46598624929419,A mix of fully glabrous and sparsely pubescent plants. May be a mix of E. speciosus and E. subtrinervis,1285cb8e-0ada-42d6-aa5b-aa7c2298359e,########,cnhp_guest7,########,cnhp_guest7
700,01230961-ebdd-4dbb-99cd-aede42e7ffc2,ERSP4,,,0.25,No_Damage,,100,0,10,5,80,5,Healthy,,1,15,5,1500,>50,yes,20240918_44.318551616823-106.94785033162228,The stems on the plant very from glaberous to slightly hairy though the leaves match what is expected for speciosus,6879fa94-285d-41ba-8766-eaa7095310f0,########,cnhp_guest7,########,cnhp_guest7
701,dc039f97-a933-4c07-a475-3d14775cad1c,FEID,,,10,Grazed_Domestic,,100000,0,0,0,5,95,Healthy,,1,10,5,1000000,<50,no,20240918_44.333701487145916-106.94651700537091,,6e7931e6-b668-47bd-b971-7fe437c0ce08,########,cnhp_guest7,########,cnhp_guest7
702,e5ba1fcd-cd53-46e6-8817-552bb70ed431,Other,Asclepias speciosus,,0.5,No_Damage,,500,5,0,25,30,40,Healthy,,60,5,3,90000,>50,yes,20240918_44.096843125491446-107.28982047167314,,6b2f2051-dea9-457d-8997-b1141dbb58bf,########,cnhp_guest7,########,cnhp_guest7
703,51ea8912-1a63-4c2e-9a1d-596c88328e35,FEID,,,6,Grazed_Domestic,,10000,0,0,0,0,100,Healthy,,1,10,5,100000,<50,no,20240918_44.3181418818651-106.86853185434278,,328edead-fca3-4bec-928b-7209e35b68c8,########,cnhp_guest7,########,cnhp_guest7
704,7821ddd0-7474-47cb-a0cd-b8a8e410e4fb,ELTR7,,,0.5,No_Damage,,500,5,0,10,80,5,Healthy,,1,8,2,1600,>50,yes,20240919_44.92970045464899-107.83987364426343,,f7a6ebb2-59e1-446e-b76e-18856d883ed6,########,cnhp_guest7,########,cnhp_guest7
705,c2806273-be65-4b20-9ca1-0cd7fd1a66a5,ELTR7,,,1,"Other,No_Damage","Fungus, smut",500,0,0,0,50,50,Moldy,,1,6,2,1200,>50,no,20240923_44.789661093387615-107.39576391008298,,76249afd-913d-40ae-8956-8ab3fe0b1c52,########,cnhp_guest7,########,cnhp_guest7
706,6c2814d6-7c28-40aa-a489-d4c0ed0b0a8b,FEID,,,6,Grazed_Domestic,,5000,0,0,0,5,95,Healthy,,1,10,5,50000,<50,no,20240923_44.793826365965124-107.53625447666796,,b9ff4961-3341-47c5-b9d8-474f2a01fed3,########,cnhp_guest7,########,cnhp_guest7
707,0a415eaf-2647-46ae-876d-790c4e837c44,FEID,,,1,Grazed_Domestic,,1000,0,0,0,0,100,Healthy,,1,15,9,27000,<50,no,20240923_44.80965289419584-107.72091917086458,,5f9e9d37-58c9-4e89-b9b4-d344b5eff9d2,########,cnhp_guest7,########,cnhp_guest7
708,f2f710ac-698b-49a6-8f3b-4acc9b55a910,ELTR7,,,2,Burnt,,2000,0,0,0,70,30,Empty,,1,6,2,1200,>50,yes,20240923_44.81811455887965-107.72753536006071,,ee3f9525-5f4e-4ab3-9454-e76a9163ebdc,########,cnhp_guest7,########,cnhp_guest7
709,e553bdad-c6a4-4e00-b7bb-d6fb069adb7d,DECE,,,0.5,No_Damage,,500,0,0,0,80,20,Healthy,,1,10,3,3000,>50,yes,20240923_44.78591416798831-107.4768017416727,,214dfc03-4981-4cbb-be71-6de27ba78600,########,cnhp_guest7,########,cnhp_guest7
710,0dd785b8-5b3e-4eaf-943f-734c4f5d89de,LIPU,,,10,"No_Damage,Insect_damage",,5000,0,30,20,50,0,Healthy,,1,8,5,40000,>50,yes,20240925_44.86946120874286-107.318729097111,,8af626a9-d66f-47ea-9344-09bb34b1e883,########,cnhp_guest7,########,cnhp_guest7
711,c4348413-4a08-466f-930f-4f8436a97ab7,ELTR7,,,2,Grazed_Domestic,,500,0,0,0,50,50,Healthy,,1,8,3,2400,>50,no,20240930_44.71971605222619-107.74729552742929,,c1f64ede-776c-4c00-a6ba-f99ca5d271e0,########,cnhp_guest7,########,cnhp_guest7
712,dbf78e74-17c1-41fb-94a6-28a12ec3a082,ACNE9,,,0.3,No_Damage,,300,0,0,0,0,100,Healthy,,1,10,3,1800,<50,no,20240930_44.68422589255475-107.6754251236758,,f4ef4b79-e5fe-4c10-b7da-41af96b7ac99,########,cnhp_guest7,########,cnhp_guest7
713,327d52f9-d12e-42d0-add1-e86ad0db3881,ELTR7,,,0.5,No_Damage,,300,5,0,0,20,75,Malformed/Other,Did not assess,1,6,3,1080,>50,no,20240930_44.68394861958233-107.67530314218294,"Mostly dispsersed, did not cut seeds",11b79b6c-7f37-4ed8-9801-fa2eb6bd24af,########,cnhp_guest7,########,cnhp_guest7
714,e3bc98ec-8ca6-4b2f-8909-618a7ca20a7e,ELTR7,,,1,Grazed_Domestic,,500,0,0,0,5,95,Empty,,1,9,3,2700,<50,no,20240930_44.784724857830604-107.57822663164852,,ace91519-d75f-4ad1-b130-5f8f9a591378,########,cnhp_guest7,########,cnhp_guest7
715,871121d9-2c8a-49cd-a8f8-c7eb25d9b4ab,FEID,,,2,No_Damage,,20000,10,0,0,0,90,Malformed/Other,Dispersed and could not assess,1,0,8,0,>50,no,20240930_44.70570066129048-107.4939340359535,Fully dispersed,e7fe56da-0b3e-46d3-b287-b2fe231a1731,########,cnhp_guest7,########,cnhp_guest7
716,8c1b5b18-5d94-4e8d-97f7-74bcc6fe0b0d,ELTR7,,,0.5,No_Damage,,400,0,0,0,20,80,Moldy,,1,6,2,960,>50,no,20240930_44.70813072866514-107.45090759973556,Smut and potential other fungus,838fc991-9512-4e9a-8710-1b4ab5ca1946,########,cnhp_guest7,########,cnhp_guest7
717,8d589b1a-e2fd-4cf6-bc6b-00ef9ff07791,ACNE9,,,2,No_Damage,,6000,0,0,0,0,100,Malformed/Other,Dispersed,1,8,3,28800,<50,no,20240930_44.630339369042-107.40350651504593,,4cf5aa29-30cc-4542-bd15-9f2d3aedae97,########,cnhp_guest7,########,cnhp_guest7
718,f511d0b9-a8ba-47fa-a35e-cd003973c3e3,ACNE9,,,2,No_Damage,,1000,0,0,0,30,70,Healthy,,1,12,2,4800,>50,no,20241001_44.26263388762045-107.21518443084044,,11e79114-f6c1-42f3-88a6-45c1caa3f277,########,cnhp_guest7,########,cnhp_guest7
719,9776e023-f697-4bba-8a7e-b6345dcc2964,ELTR7,,,2,No_Damage,,600,0,0,0,25,75,Healthy,,1,10,2,2400,>50,no,20241001_44.26263388762045-107.21518443084044,More spread out around this whole area ,11e79114-f6c1-42f3-88a6-45c1caa3f277,########,cnhp_guest7,########,cnhp_guest7
720,fb164dd0-8b1e-4055-b5f9-70e9b64095fb,FEID,,,2,No_Damage,,1200,0,0,0,0,100,Malformed/Other,Dispersed ,1,12,4,11520,<50,no,20241001_44.26263388762045-107.21518443084044,,11e79114-f6c1-42f3-88a6-45c1caa3f277,########,cnhp_guest7,########,cnhp_guest7
721,6afd2441-2671-4e96-adcb-7678e8fa139f,ELTR7,,,0.5,Other,Smut,300,10,0,0,80,10,Malformed/Other,"Seeds look for the most part healthy, but plants have smut",1,5,10,3000,>50,no,20241001_44.26879788992892-107.21150600171885,One of few locations where E. trachycaulus seed has matured. Definitely should return in 2025,4865a721-8373-4fa5-b241-68cf26ec2096,########,cnhp_guest7,########,cnhp_guest7
722,9618899e-d7e7-4c21-9cc4-e4dcfee2858e,THRH,,,8,No_Damage,,1000,30,0,5,60,5,Healthy,,10,3,2,12000,<50,yes,20240825_39.415259-105.75224388,CoNPS lead ,6f6492ff-4393-4bf6-92c7-88113f3cb17f,########,cnhp_guest7,########,cnhp_guest7
723,45545678-7990-4628-8491-92b3b0f85084,KOMA,,,10,No_Damage,,1000,10,0,0,65,25,Healthy,,13,169,13,5712200,>50,no,20241006_39.3552581-105.2501853,,bbb242c3-9deb-4134-a2c8-80195a65b246,########,cnhp_guest7,########,cnhp_guest7
724,ee4f46d6-67e4-444c-8b8e-bb5d17e4e28b,PEVI3,,,7,No_Damage,,300,5,0,0,80,15,Healthy,,40,10,4,96000,>50,yes,20241006_39.35562264-105.24995672,Not in burn area,97e664c3-9c3d-418f-8393-5f11e87f283f,########,cnhp_guest7,########,cnhp_guest7
725,abe9c6d1-6f26-4853-8465-e998c62e1867,BOGR2,,,7,No_Damage,,1000,5,0,60,20,5,Healthy,,1,40,8,64000,>50,no,20241006_39.35531619-105.25088043,,107e19b7-36a2-4354-9e25-946a081aa274,########,cnhp_guest7,########,cnhp_guest7
726,cd67d715-05c9-467d-9ffa-dc84825c04b3,HEVI4,,,7,No_Damage,,400,0,0,0,85,15,Healthy,,40,5,6,64000,>50,no,20241006_39.35531619-105.25088043,"Seed status not calculating new survey entries, copied from another today",f8e7af7b-49c3-4f29-a411-d60434b3db59,########,cnhp_guest7,########,cnhp_guest7
727,d2c3440d-cbd1-4f2a-8324-95373636199b,LIPU,,,5,Grazed_Domestic,,75,0,10,50,40,0,Healthy,,1,40,5,3000,>50,yes,20241001_42.83004898-103.60019884,This site is located very near the border between the High Plains and Northwestern Great Plains Ecoregions.,8091103e-941a-4395-acf8-5422afc7551b,########,cnhp_guest4,########,cnhp_guest4
728,b5c778ab-3ee3-403f-943a-447233feb834,RACO3,,,5,"Grazed_Domestic,Trampled",,100,0,0,0,60,40,Insect-damaged,,1,300,1,6000,>50,yes,20241001_42.83004898-103.60019884,,8091103e-941a-4395-acf8-5422afc7551b,########,cnhp_guest4,########,cnhp_guest4
729,f96909a9-8c83-4e63-b052-284604248fb5,SCSC,,,20,"Grazed_Domestic,Trampled",,5000,0,0,5,90,5,Healthy,,2,30,20,1200000,>50,yes,20241001_42.83004898-103.60019884,,8091103e-941a-4395-acf8-5422afc7551b,########,cnhp_guest4,########,cnhp_guest4
730,d5ed0612-df3a-473a-bdf2-64ecde080909,MOFI,,,3,Flooded,,500,0,0,0,100,0,Healthy,,1,50,1,5000,>50,yes,20241001_42.83004898-103.60019884,,8091103e-941a-4395-acf8-5422afc7551b,########,cnhp_guest4,########,cnhp_guest4
731,e2887198-037e-4410-acfe-ee8668b76a90,BOCU,,,10,Grazed_Domestic,,200,0,0,0,50,50,Empty,,1,20,5,4000,>50,no,20241001_42.83004898-103.60019884,Florets undeveloped,8091103e-941a-4395-acf8-5422afc7551b,########,cnhp_guest4,########,cnhp_guest4
732,baa8a15e-c7aa-4785-9982-6b977980e609,SCSC,,,5,Grazed_Domestic,,1000,0,0,0,75,25,Healthy,,2,10,15,60000,>50,yes,20241002_42.96702325-103.44001539,,d59da96b-a951-4e80-9b38-f7027cbc3eb8,########,cnhp_guest4,########,cnhp_guest4
733,2905fd8d-2e99-489e-99cc-90bfcc5b2f3d,LIPU,,,3,No_Damage,,100,0,0,10,90,10,Healthy,,0,0,0,0,>50,yes,20241002_42.96702325-103.44001539,,d59da96b-a951-4e80-9b38-f7027cbc3eb8,########,cnhp_guest4,########,cnhp_guest4
734,e8946bc5-63b1-4d19-872d-6534ef4b9ea4,HEVI4,,,1,No_Damage,,200,0,5,10,70,15,Healthy,,1,37,21,31080,>50,yes,20241002_42.96702325-103.44001539,Might be intergrade with heterotheca foliosa,d59da96b-a951-4e80-9b38-f7027cbc3eb8,########,cnhp_guest4,########,cnhp_guest4
735,d4731394-bce9-4786-bb10-fe81409466d9,LIPU,,,0.25,Trampled,,200,0,0,5,70,25,Healthy,,1,75,4,12000,>50,yes,20241003_42.68999205-103.57612068,,d3a73fe5-157d-477b-83bc-20817e3744c5,########,cnhp_guest4,########,cnhp_guest4
736,ad6b1622-9372-4132-a19d-03d9e45c5d1a,ANGE,,,0.5,No_Damage,,200,0,0,0,10,90,Empty,,1,98,3,0,<50,no,20241003_42.68999205-103.57612068,Invaded ANGE & SCSC plant community. Would been enough to collect approx. 2 wks prior,d3a73fe5-157d-477b-83bc-20817e3744c5,########,cnhp_guest4,########,cnhp_guest4
737,7aa30a11-0399-424c-ae40-0d285542afd4,SCSC,,,10,Grazed_Domestic,,5000,0,0,0,65,35,Healthy,,1,20,17,340000,>50,yes,20241004_42.67966857-103.15741998,,eddca085-1c9a-4941-b695-d72ed455601f,########,cnhp_guest4,########,cnhp_guest4
738,0f492bcf-1adf-459b-a012-c9e9718a9bde,LIPU,,,10,Grazed_Domestic,,500,0,0,0,90,1,Healthy,,1,40,3,12000,>50,yes,20241004_42.67966857-103.15741998,,eddca085-1c9a-4941-b695-d72ed455601f,########,cnhp_guest4,########,cnhp_guest4
739,60ddfc54-cf46-4f9e-9aa7-c23c1752d444,Other,Penstemon grandiflorus,,10,Grazed_Domestic,,150,0,0,0,50,50,Healthy,,40,8,2,19200,>50,yes,20241004_42.67966857-103.15741998,,eddca085-1c9a-4941-b695-d72ed455601f,########,cnhp_guest4,########,cnhp_guest4
740,8c3a77b2-69b3-4bec-96c4-09e623728319,SCSC,,,3,Grazed_Domestic,,500,0,0,0,85,15,Healthy,,1,20,17,34000,>50,yes,20241005_42.67792601-103.09080882,,a1a9b3c7-2dee-4b36-b3b5-c74652f7ceaf,########,cnhp_guest4,########,cnhp_guest4
741,bc20769f-5092-4898-8d86-d97478d38faa,Other,Penstemon grandiflorus,,2,No_Damage,,150,0,0,0,75,25,Healthy,,0,0,0,0,>50,yes,20241005_42.67792601-103.09080882,,a1a9b3c7-2dee-4b36-b3b5-c74652f7ceaf,########,cnhp_guest4,########,cnhp_guest4
742,240d1cad-e566-470f-8589-ca6c4c75f935,LIPU,,,1,No_Damage,,100,0,0,10,70,20,Healthy,,1,75,4,6000,>50,no,20241005_42.71686529-103.0368184,,dd181d94-b1e8-4bce-b582-0bff51b19c44,########,cnhp_guest4,########,cnhp_guest4
743,7d94de32-9b6d-49f6-b49c-a42db674bfe2,SCSC,,,5,Grazed_Domestic,,5000,0,0,0,25,75,Empty,,2,0,0,0,<50,no,20241006_42.75733844-102.99649877,,8aaecb5c-33cd-4b98-bd5e-b36d16fa7365,########,cnhp_guest4,########,cnhp_guest4
744,0b4ee478-a293-4ce4-b23e-51a178a9ea92,Other,Penstemon grandiflorus,,5,Grazed_Domestic,,300,0,0,0,75,25,Healthy,,40,8,2,0,>50,yes,20241006_42.75733844-102.99649877,,8aaecb5c-33cd-4b98-bd5e-b36d16fa7365,########,cnhp_guest4,########,cnhp_guest4
745,695e96e3-7bdf-4469-ba02-f098ed85db6c,LIPU,,,5,No_Damage,,200,0,0,10,80,10,Healthy,,1,75,4,18000,>50,yes,20241006_42.75733844-102.99649877,,8aaecb5c-33cd-4b98-bd5e-b36d16fa7365,########,cnhp_guest4,########,cnhp_guest4
746,08e2d788-8d86-47e1-b52a-a68ec8ad6e1a,ANGE,,,10,Grazed_Domestic,,150,0,0,0,70,30,Empty,,1,15,2,900,>50,no,20241006_42.70649487-103.02883782,"Plants with dried flowers, not seed. Hard to find species not heavily grazed or empty this year.",8fd7aea9-375b-4ebc-89c5-171103657c96,########,cnhp_guest4,########,cnhp_guest4
747,6fd01ae4-4c08-4fc7-9f54-c4a8cd44f84d,LIPU,,,5,Insect_damage,,300,0,0,10,70,15,Healthy,,1,75,4,18000,>50,yes,20241006_42.70649487-103.02883782,Some larval insect damage on seeds.,8fd7aea9-375b-4ebc-89c5-171103657c96,########,cnhp_guest4,########,cnhp_guest4
748,1034b61b-5b38-4aff-879b-74aa873280ab,SCSC,,,10,No_Damage,,2000,0,0,5,70,25,Empty,,1,20,17,136000,>50,no,20241006_42.70649487-103.02883782,Mostly dried flowers and empty.,8fd7aea9-375b-4ebc-89c5-171103657c96,########,cnhp_guest4,########,cnhp_guest4
749,8b73d779-6fc8-40ec-b1dd-af3eff5fa5f9,KOMA,,,10,No_Damage,,2000,0,0,0,5,95,Empty,,2,30,4,96000,<50,no,20241006_42.70649487-103.02883782,,8fd7aea9-375b-4ebc-89c5-171103657c96,########,cnhp_guest4,########,cnhp_guest4
750,2287314b-bc87-4fa7-ae6f-60aefa0139c3,BOCU,,,5,No_Damage,,500,0,0,0,5,95,Empty,,1,100,3,30000,<50,no,20241006_42.70649487-103.02883782,Empty or dried flowers.,8fd7aea9-375b-4ebc-89c5-171103657c96,########,cnhp_guest4,########,cnhp_guest4
751,deef0ccd-35c9-487a-8b92-31d3971bfcdc,ANGE,,,5,Grazed_Domestic,,300,0,0,25,75,0,Empty,,1,75,3,13500,>50,no,20241006_42.74557381-102.96228637,Empty seeds,b97f1aa4-701f-44df-beed-5064a2586c97,########,cnhp_guest4,########,cnhp_guest4
752,39e74966-c001-4a45-b3dc-0e19a4c9172e,SCSC,,,5,Grazed_Domestic,,2000,0,0,0,75,25,Healthy,,2,0,0,0,>50,no,20241006_42.74557381-102.96228637,,b97f1aa4-701f-44df-beed-5064a2586c97,########,cnhp_guest4,########,cnhp_guest4
753,3ad8f40c-2dc7-40ae-ae6d-54e47419db44,PASM,,,3,Grazed_Domestic,,500,0,0,8,0,100,Empty,,7,8,3,16800,<50,no,20241006_42.74557381-102.96228637,,b97f1aa4-701f-44df-beed-5064a2586c97,########,cnhp_guest4,########,cnhp_guest4
754,1cb59ca5-071b-4d54-bdb5-9919c4b251b5,MOFI,,,7,No_Damage,,1000,0,0,0,75,25,Healthy,,1,4,5,4000,>50,yes,20241006_42.71265866-102.95137523,,7de79de6-f51f-431c-8720-34a3ae2d7027,########,cnhp_guest4,########,cnhp_guest4
755,c2e3a360-0970-496d-9971-aad82b89bbe6,Other,Muhlenbergia montana,,10,No_Damage,,1000,10,0,0,65,25,Healthy,,13,169,13,5712200,>50,no,20241006_39.3552581-105.2501853,,8861e52b-a711-414b-832a-793073f9d29e,########,cnhp_guest7,########,cnhp_guest7
756,a6907615-64ad-4586-a8db-fcee52d4c556,ACNE9,,,5,Grazed_Domestic,,3000,0,0,0,0,100,Healthy,,1,10,2,12000,<50,no,20241009_44.266138406142204-107.2807204233772,Continues oast the grate as well,8ccb76ed-39c0-41ac-9529-c6c4cc6bc9dc,########,cnhp_guest7,########,cnhp_guest7
757,9d002b42-f6bc-4cd4-9bc0-a17a27ce2c2a,ELTR7,,,0.1,No_Damage,,60,5,0,0,10,10,Empty,,1,1,3,36,>50,no,20241009_44.22791007563781-107.30221605516964,Most stems have empty florets. Consistent with what we've seen most commonly in 2024,dfc42d54-4440-4daa-8e3c-a9a45c952bdd,########,cnhp_guest7,########,cnhp_guest7
758,1dfe0bb4-c786-4678-9c4b-214413916b29,DECE,,,10,Other,Fungal smut,1500,0,0,0,20,80,Malformed/Other,Fungal,2,30,17,306000,<50,no,20241017_40.26989314-106.06808645,,3bfe0b1f-23b0-45bb-aec7-8e4d55e8314b,########,cnhp_guest4,########,cnhp_guest4
759,d43eeae8-753e-4753-bb53-164bb29c0fd9,Other,PERY (Penstemon rydbergii),,10,No_Damage,,500,0,0,0,20,80,Empty,,0,0,0,0,<50,no,20241017_40.26989314-106.06808645,,3bfe0b1f-23b0-45bb-aec7-8e4d55e8314b,########,cnhp_guest4,########,cnhp_guest4
760,411df8d2-bdea-4ef6-b8c1-2da14fdac294,ELTR7,,,5,Grazed_Wildlife,,115,0,0,20,10,90,Empty,,4,11,2,2024,<50,no,20241017_40.26989314-106.06808645,,3bfe0b1f-23b0-45bb-aec7-8e4d55e8314b,########,cnhp_guest4,########,cnhp_guest4
761,7806cc20-0946-4b4b-9bd5-dd3243e1d859,Other,Penstemon whippleanus,,0.5,No_Damage,,200,0,0,0,10,90,Healthy,,0,0,0,0,<50,no,20241017_40.40511805-106.62798325,,1fa5b4f6-d6f0-4979-891f-367e42be3ee0,########,cnhp_guest4,########,cnhp_guest4
762,092a46f9-0767-4eb3-94a5-ef24d7c41d71,ERUM,,,1,No_Damage,,200,0,0,0,0,100,Healthy,,0,0,0,0,<50,no,20241017_40.40511805-106.62798325,,1fa5b4f6-d6f0-4979-891f-367e42be3ee0,########,cnhp_guest4,########,cnhp_guest4
763,0712d160-539b-4b22-a77e-bd5abaf0f561,CHAN9,,,1,No_Damage,,100,0,0,0,10,90,Healthy,,0,0,0,0,<50,no,20241017_40.40511805-106.62798325,,1fa5b4f6-d6f0-4979-891f-367e42be3ee0,########,cnhp_guest4,########,cnhp_guest4
764,056b84e6-84e4-4e1e-99e3-59a945f6132b,HEVI4,,,1,No_Damage,,300,0,0,0,5,95,Healthy,,1,37,21,46620,<50,no,20241017_40.40511805-106.62798325,,1fa5b4f6-d6f0-4979-891f-367e42be3ee0,########,cnhp_guest4,########,cnhp_guest4
765,363c2b22-b013-421e-93e9-d9799efd2478,HEMU3,,,5,No_Damage,,200,0,0,0,0,100,Healthy,,0,0,0,0,<50,no,20241017_40.40511805-106.62798325,,1fa5b4f6-d6f0-4979-891f-367e42be3ee0,########,cnhp_guest4,########,cnhp_guest4
766,03b62500-87da-4cfc-80f0-243246fa5944,ELGL,,,10,No_Damage,,1000,0,0,0,50,50,Healthy,,3,12,3,21600,>50,no,20241018_40.54661742-106.68393036,,c6dec699-3871-4114-91ac-fb91f6ba45c5,########,cnhp_guest4,########,cnhp_guest4
767,ef4a3b8d-16dc-41e5-992b-9b9a971844bb,Other,Carex ebenea,,5,No_Damage,,350,0,0,0,30,70,Healthy,,0,0,0,0,<50,no,20241018_40.54661742-106.68393036,Scouted in snow. Significant sp populations are unclear.,c6dec699-3871-4114-91ac-fb91f6ba45c5,########,cnhp_guest4,########,cnhp_guest4
768,9416cecf-5fe6-42cb-ac26-844146a7bf8e,Other,Penstemon whippleanus,,2,Insect_damage,,150,0,0,0,20,80,Empty,,42,20,5,126000,<50,no,20241018_40.54445631-106.68732051,,3cb30365-4a27-427a-8ce3-600860a3d034,########,cnhp_guest4,########,cnhp_guest4
769,5f9f0211-0675-4ac0-8f35-8890f331e27b,ELGL,,,3,Other,Campground,1000,0,0,0,25,75,Healthy,,3,12,4,28800,>50,no,20241018_40.49634486-106.69191294,,ad51e8bd-d95f-4b5b-a950-842e9ead0763,########,cnhp_guest4,########,cnhp_guest4
770,5445c407-672c-4f0a-83b6-7bd59e1fe632,Other,Penstemon whippleanus,,3,Other,Campground,50,0,0,0,50,50,Healthy,,0,0,0,0,<50,no,20241018_40.49634486-106.69191294,,ad51e8bd-d95f-4b5b-a950-842e9ead0763,########,cnhp_guest4,########,cnhp_guest4
771,957560df-1c05-427a-ab22-d3c8d1659e80,DECE,,,2,No_Damage,,300,0,0,0,10,90,Healthy,,2,30,10,36000,>50,no,20241018_40.49634486-106.69191294,,ad51e8bd-d95f-4b5b-a950-842e9ead0763,########,cnhp_guest4,########,cnhp_guest4
772,bc57b317-c13b-4280-85e6-7319b1078a16,HEMU3,,,3,No_Damage,,500,0,0,0,10,90,Healthy,,0,0,0,0,<50,no,20241018_40.52884854-106.7664968,,760ad266-628b-48ce-8885-e7eb773714c9,########,cnhp_guest4,########,cnhp_guest4
773,a64990c2-829f-4145-a2f1-1950eacf3e53,Other,Trisetum spicatum,,10,Other,Some fungal damage.,500,0,0,0,5,95,Empty,,2,144,6,172800,<50,no,20241017_40.2584066-106.06066016,,5f911ba1-6942-4eef-a248-ff1a7f61cd62,########,cnhp_guest4,########,cnhp_guest4
774,cd4ed6ec-40de-4426-a808-bbed88267ffa,SCSC,,,1,Grazed_Domestic,,500,0,0,0,50,50,Healthy,,1,20,17,34000,>50,no,20241004_42.64103017-103.25797344,,81aad66b-7025-43a4-8bbf-028e87504bf7,########,cnhp_guest4,########,cnhp_guest4
775,abf72851-3a36-489d-9398-286be1cdf650,MOFI,,,4,No_Damage,,1500,0,0,5,80,15,Healthy,,1,280,10,840000,>50,yes,20241005_42.63965383-103.0967518,,2f834119-f329-4aeb-a180-189742b82286,########,cnhp_guest4,########,cnhp_guest4
776,4dff7ac1-598a-4abe-892e-490a304e890d,SCSC,,,5,Grazed_Domestic,,2000,0,0,0,10,900,Empty,,1,17,20,136000,<50,no,20241005_42.63965383-103.0967518,,2f834119-f329-4aeb-a180-189742b82286,########,cnhp_guest4,########,cnhp_guest4
777,53f7757f-1984-4952-b6ea-861536fe83f6,ANGE,,,2,Grazed_Domestic,,200,0,0,0,10,90,Empty,,1,42,2,0,<50,no,20241005_42.63965383-103.0967518,,2f834119-f329-4aeb-a180-189742b82286,########,cnhp_guest4,########,cnhp_guest4
778,c1befbd8-2b48-4760-98a8-97499671707d,RACO3,,,5,No_Damage,,100,0,0,0,80,20,Healthy,,1,300,2,12000,>50,yes,20241005_42.63965383-103.0967518,,2f834119-f329-4aeb-a180-189742b82286,########,cnhp_guest4,########,cnhp_guest4
